ENS ID,Transcript length (including UTRs and CDS),Chromosome,HGNC symbol
ENSG00000260304,,16,
ENSG00000260060,,16,
ENSG00000103490,,16,
ENSG00000261359,,16,
ENSG00000177238,,16,
ENSG00000169900,,16,
ENSG00000261925,,16,
ENSG00000169896,,16,
ENSG00000252876,,16,
ENSG00000140678,,16,
ENSG00000261245,,16,
ENSG00000156886,,16,
ENSG00000260757,,16,
ENSG00000156885,,16,
ENSG00000176723,,16,
ENSG00000261474,,16,
ENSG00000260267,,16,
ENSG00000140691,,16,
ENSG00000140682,,16,
ENSG00000140675,,16,
ENSG00000260740,,16,
ENSG00000140688,,16,
ENSG00000260625,,16,
ENSG00000169877,,16,
ENSG00000261648,,16,
ENSG00000213547,,16,
ENSG00000261475,,16,
ENSG00000260883,,16,
ENSG00000261741,,16,
ENSG00000261614,,16,
ENSG00000260010,,16,
ENSG00000237185,,16,
ENSG00000260631,,16,
ENSG00000260472,,16,
ENSG00000260568,,16,
ENSG00000131797,,16,
ENSG00000261731,,16,
ENSG00000197302,,16,
ENSG00000259810,,16,
ENSG00000260722,,16,
ENSG00000261457,,16,
ENSG00000180663,,16,
ENSG00000261284,,16,
ENSG00000259874,,16,
ENSG00000185947,,16,
ENSG00000259950,,16,
ENSG00000261289,,16,
ENSG00000197476,,16,
ENSG00000260218,,16,
ENSG00000260628,,16,
ENSG00000261727,,16,
ENSG00000261704,,16,
ENSG00000223931,,16,
ENSG00000260048,,16,
ENSG00000270472,,16,
ENSG00000230267,,16,
ENSG00000260584,,16,
ENSG00000260847,,16,
ENSG00000260649,,16,
ENSG00000260540,,16,
ENSG00000260344,,16,
ENSG00000260575,,16,
ENSG00000205456,,16,
ENSG00000260402,,16,
ENSG00000259822,,16,
ENSG00000261127,,16,
ENSG00000260516,,16,
ENSG00000260327,,16,
ENSG00000260866,,16,
ENSG00000260307,,16,
ENSG00000261541,,16,
ENSG00000260662,,16,
ENSG00000261233,,16,
ENSG00000259966,,16,
ENSG00000262187,,16,
ENSG00000261111,,16,
ENSG00000261569,,16,
ENSG00000261263,,16,
ENSG00000260311,,16,
ENSG00000183632,,16,
ENSG00000260974,,16,
ENSG00000261391,,16,
ENSG00000260864,,16,
ENSG00000260845,,16,
ENSG00000261108,,16,
ENSG00000260644,,16,
ENSG00000260158,,16,
ENSG00000261719,,16,
ENSG00000259934,,16,
ENSG00000259303,,16,
ENSG00000260047,,16,
ENSG00000214617,,16,
ENSG00000214614,,16,
ENSG00000261834,,16,
ENSG00000270864,,16,
ENSG00000260610,,16,
ENSG00000261259,,16,
ENSG00000259852,,16,
ENSG00000233732,,16,
ENSG00000260921,,16,
ENSG00000259997,,16,
ENSG00000271130,,16,
ENSG00000260141,,16,
ENSG00000260900,,16,
ENSG00000261599,,16,
ENSG00000261682,,16,
ENSG00000259800,,16,
ENSG00000261536,,16,
ENSG00000260414,,16,
ENSG00000260419,,16,
ENSG00000205457,,16,
ENSG00000260827,,16,
ENSG00000261507,,16,
ENSG00000263337,,16,
ENSG00000261509,,16,
ENSG00000261009,,16,
ENSG00000263204,,16,
ENSG00000262090,,16,
ENSG00000260626,,16,
ENSG00000261200,,16,
ENSG00000261466,,16,
ENSG00000261405,,16,
ENSG00000263277,,16,
ENSG00000259882,,16,
ENSG00000260518,,16,
ENSG00000261580,,16,
ENSG00000260308,,16,
ENSG00000270467,,16,
ENSG00000261153,,16,
ENSG00000271178,,16,
ENSG00000259680,,16,
ENSG00000270924,,16,
ENSG00000271691,,16,
ENSG00000260312,,16,
ENSG00000270318,,16,
ENSG00000260525,,16,
ENSG00000260781,,16,
ENSG00000271620,,16,
ENSG00000261607,,16,
ENSG00000259842,,16,
ENSG00000270401,,16,
ENSG00000205452,,16,
ENSG00000198555,,16,
ENSG00000261217,,16,
ENSG00000259990,,16,
ENSG00000261197,,16,
ENSG00000262561,,16,
ENSG00000261440,,16,
ENSG00000260087,,16,
ENSG00000259987,,16,
ENSG00000260207,,16,
ENSG00000265616,,16,
ENSG00000256642,,16,
ENSG00000200434,,16,
ENSG00000260854,,16,
ENSG00000261331,,16,
ENSG00000256579,,16,
ENSG00000179755,,16,
ENSG00000261566,,16,
ENSG00000262885,,16,
ENSG00000216671,,16,
ENSG00000261053,,16,
ENSG00000260809,,16,
ENSG00000259979,,16,
ENSG00000260724,,16,
ENSG00000260449,,16,
ENSG00000261800,,16,
ENSG00000261836,,16,
ENSG00000261510,,16,
ENSG00000261461,,16,
ENSG00000261608,,16,
ENSG00000260073,,16,
ENSG00000261398,,16,
ENSG00000261274,,16,
ENSG00000264479,,16,
ENSG00000260967,,16,
ENSG00000260984,,16,
ENSG00000259897,,16,
ENSG00000260958,,16,
ENSG00000261010,,16,
ENSG00000261752,,16,
ENSG00000221532,,16,
ENSG00000260846,,16,
ENSG00000261486,,16,
ENSG00000260427,,16,
ENSG00000260480,,16,
ENSG00000259841,,16,
ENSG00000260291,,16,
ENSG00000261689,,16,
ENSG00000260598,,16,
ENSG00000260812,,16,
ENSG00000260680,,16,
ENSG00000261299,,16,
ENSG00000214581,,16,
ENSG00000261711,,16,
ENSG00000260153,,16,
ENSG00000259836,,16,
ENSG00000261350,,16,
ENSG00000260341,,16,
ENSG00000261445,,16,
ENSG00000260857,,16,
ENSG00000269622,,16,
ENSG00000261733,,16,
ENSG00000259996,,16,
ENSG00000260994,,16,
ENSG00000261046,,16,
ENSG00000260134,,16,
ENSG00000260746,,16,
ENSG00000259791,,16,
ENSG00000260522,,16,
ENSG00000251915,,16,
ENSG00000222207,,16,
ENSG00000251924,,16,
ENSG00000252624,,16,
ENSG00000261122,,16,
ENSG00000252094,,16,
ENSG00000252182,,16,
ENSG00000253055,,16,
ENSG00000252647,,16,
ENSG00000252268,,16,
ENSG00000251760,,16,
ENSG00000251717,,16,
ENSG00000252806,,16,
ENSG00000252673,,16,
ENSG00000252587,,16,
ENSG00000252936,,16,
ENSG00000260611,,16,
ENSG00000261620,,16,
ENSG00000261515,,16,
ENSG00000261782,,16,
ENSG00000221580,,16,
ENSG00000261084,,16,
ENSG00000261239,,16,
ENSG00000199448,,16,
ENSG00000261356,,16,
ENSG00000260251,,16,
ENSG00000171241,,16,
ENSG00000261512,,16,
ENSG00000259856,,16,
ENSG00000260909,,16,
ENSG00000069329,,16,
ENSG00000261131,,16,
ENSG00000091651,,16,
ENSG00000261788,,16,
ENSG00000140795,,16,
ENSG00000260782,,16,
ENSG00000155330,,16,
ENSG00000260889,,16,
ENSG00000261725,,16,
ENSG00000166123,,16,
ENSG00000069345,,16,
ENSG00000261173,,16,
ENSG00000259821,,16,
ENSG00000259983,,16,
ENSG00000171208,,16,
ENSG00000238834,,16,
ENSG00000260281,,16,
ENSG00000239840,,16,
ENSG00000129636,,16,
ENSG00000260744,,16,
ENSG00000260012,,16,
ENSG00000261369,,16,
ENSG00000222767,,16,
ENSG00000212290,,16,
ENSG00000102893,,16,
ENSG00000222268,,16,
ENSG00000262038,,16,
ENSG00000259866,,16,
ENSG00000261336,,16,
ENSG00000259918,,16,
ENSG00000261231,,16,
ENSG00000260497,,16,
ENSG00000261325,,16,
ENSG00000260450,,16,
ENSG00000261017,,16,
ENSG00000140798,,16,
ENSG00000261538,,16,
ENSG00000121270,,16,
ENSG00000102910,,16,
ENSG00000240793,,16,
ENSG00000196470,,16,
ENSG00000265077,,16,
ENSG00000239138,,16,
ENSG00000260688,,16,
ENSG00000239013,,16,
ENSG00000260347,,16,
ENSG00000102921,,16,
ENSG00000261267,,16,
ENSG00000243609,,16,
ENSG00000260033,,16,
ENSG00000259912,,16,
ENSG00000260086,,16,
ENSG00000260052,,16,
ENSG00000272545,,16,
ENSG00000220993,,16,
ENSG00000239038,,16,
ENSG00000260726,,16,
ENSG00000222170,,16,
ENSG00000260184,,16,
ENSG00000260067,,16,
ENSG00000261421,,16,
ENSG00000261815,,16,
ENSG00000102924,,16,
ENSG00000260614,,16,
ENSG00000259957,,16,
ENSG00000259839,,16,
ENSG00000260769,,16,
ENSG00000166152,,16,
ENSG00000262950,,16,
ENSG00000263110,,16,
ENSG00000261623,,16,
ENSG00000102935,,16,
ENSG00000260089,,16,
ENSG00000221134,,16,
ENSG00000260024,,16,
ENSG00000259978,,16,
ENSG00000265708,,16,
ENSG00000261751,,16,
ENSG00000244551,,16,
ENSG00000205423,,16,
ENSG00000259843,,16,
ENSG00000261835,,16,
ENSG00000260298,,16,
ENSG00000155393,,16,
ENSG00000202124,,16,
ENSG00000260381,,16,
ENSG00000260031,,16,
ENSG00000252526,,16,
ENSG00000121274,,16,
ENSG00000121281,,16,
ENSG00000166164,,16,
ENSG00000238544,,16,
ENSG00000261393,,16,
ENSG00000261092,,16,
ENSG00000260573,,16,
ENSG00000252077,,16,
ENSG00000140807,,16,
ENSG00000260029,,16,
ENSG00000205414,,16,
ENSG00000261685,,16,
ENSG00000260249,,16,
ENSG00000167208,,16,
ENSG00000167207,,16,
ENSG00000270120,,16,
ENSG00000261644,,16,
ENSG00000260929,,16,
ENSG00000083799,,16,
ENSG00000264947,,16,
ENSG00000260616,,16,
ENSG00000261703,,16,
ENSG00000260042,,16,
ENSG00000199771,,16,
ENSG00000263082,,16,
ENSG00000261241,,16,
ENSG00000261637,,16,
ENSG00000260605,,16,
ENSG00000260620,,16,
ENSG00000261282,,16,
ENSG00000103449,,16,
ENSG00000261238,,16,
ENSG00000261047,,16,
ENSG00000260818,,16,
ENSG00000260850,,16,
ENSG00000224578,,16,
ENSG00000223168,,16,
ENSG00000260057,,16,
ENSG00000261190,,16,
ENSG00000261470,,16,
ENSG00000260268,,16,
ENSG00000261749,,16,
ENSG00000260975,,16,
ENSG00000260478,,16,
ENSG00000221515,,16,
ENSG00000260887,,16,
ENSG00000103460,,16,
ENSG00000249231,,16,
ENSG00000260963,,16,
ENSG00000260393,,16,
ENSG00000261261,,16,
ENSG00000234337,,16,
ENSG00000260326,,16,
ENSG00000260258,,16,
ENSG00000260939,,16,
ENSG00000261550,,16,
ENSG00000177200,,16,
ENSG00000261291,,16,
ENSG00000212582,,16,
ENSG00000261056,,16,
ENSG00000238645,,16,
ENSG00000202193,,16,
ENSG00000259962,,16,
ENSG00000260078,,16,
ENSG00000261804,,16,
ENSG00000262714,,16,
ENSG00000103479,,16,
ENSG00000252569,,16,
ENSG00000259926,,16,
ENSG00000166971,,16,
ENSG00000103494,,16,
ENSG00000140718,,16,
ENSG00000261630,,16,
ENSG00000260194,,16,
ENSG00000261049,,16,
ENSG00000260936,,16,
ENSG00000259759,,16,
ENSG00000259517,,16,
ENSG00000177508,,16,
ENSG00000261803,,16,
ENSG00000264079,,16,
ENSG00000261171,,16,
ENSG00000245694,,16,
ENSG00000176842,,16,
ENSG00000259711,,16,
ENSG00000259725,,16,
ENSG00000260147,,16,
ENSG00000259283,,16,
ENSG00000239555,,16,
ENSG00000159387,,16,
ENSG00000263207,,16,
ENSG00000240760,,16,
ENSG00000087245,,16,
ENSG00000260135,,16,
ENSG00000087253,,16,
ENSG00000261997,,16,
ENSG00000256812,,16,
ENSG00000103546,,16,
ENSG00000260765,,16,
ENSG00000228695,,16,
ENSG00000198848,,16,
ENSG00000159398,,16,
ENSG00000246379,,16,
ENSG00000260041,,16,
ENSG00000261013,,16,
ENSG00000087258,,16,
ENSG00000261439,,16,
ENSG00000265281,,16,
ENSG00000260198,,16,
ENSG00000272372,,16,
ENSG00000159461,,16,
ENSG00000260621,,16,
ENSG00000167005,,16,
ENSG00000087263,,16,
ENSG00000125124,,16,
ENSG00000102891,,16,
ENSG00000087250,,16,
ENSG00000125148,,16,
ENSG00000260823,,16,
ENSG00000260549,,16,
ENSG00000169715,,16,
ENSG00000268317,,16,
ENSG00000205364,,16,
ENSG00000255986,,16,
ENSG00000205362,,16,
ENSG00000205361,,16,
ENSG00000205360,,16,
ENSG00000169688,,16,
ENSG00000198417,,16,
ENSG00000125144,,16,
ENSG00000205358,,16,
ENSG00000187193,,16,
ENSG00000261429,,16,
ENSG00000261302,,16,
ENSG00000102900,,16,
ENSG00000207649,,16,
ENSG00000070915,,16,
ENSG00000243988,,16,
ENSG00000051108,,16,
ENSG00000261270,,16,
ENSG00000261114,,16,
ENSG00000263441,,16,
ENSG00000087237,,16,
ENSG00000140853,,16,
ENSG00000259922,,16,
ENSG00000260145,,16,
ENSG00000260148,,16,
ENSG00000140848,,16,
ENSG00000172775,,16,
ENSG00000159579,,16,
ENSG00000102931,,16,
ENSG00000260038,,16,
ENSG00000102934,,16,
ENSG00000260965,,16,
ENSG00000271456,,16,
ENSG00000102962,,16,
ENSG00000006210,,16,
ENSG00000102970,,16,
ENSG00000005194,,16,
ENSG00000088682,,16,
ENSG00000102978,,16,
ENSG00000125170,,16,
ENSG00000135736,,16,
ENSG00000159618,,16,
ENSG00000260828,,16,
ENSG00000205336,,16,
ENSG00000261633,,16,
ENSG00000182885,,16,
ENSG00000260467,,16,
ENSG00000159625,,16,
ENSG00000260438,,16,
ENSG00000140854,,16,
ENSG00000140859,,16,
ENSG00000187185,,16,
ENSG00000206833,,16,
ENSG00000265209,,16,
ENSG00000070729,,16,
ENSG00000159648,,16,
ENSG00000166188,,16,
ENSG00000103005,,16,
ENSG00000102996,,16,
ENSG00000207173,,16,
ENSG00000261151,,16,
ENSG00000070761,,16,
ENSG00000260545,,16,
ENSG00000260927,,16,
ENSG00000070770,,16,
ENSG00000260867,,16,
ENSG00000240863,,16,
ENSG00000103021,,16,
ENSG00000103023,,16,
ENSG00000181938,,16,
ENSG00000212379,,16,
ENSG00000261078,,16,
ENSG00000252271,,16,
ENSG00000260186,,16,
ENSG00000103034,,16,
ENSG00000200556,,16,
ENSG00000103037,,16,
ENSG00000125107,,16,
ENSG00000207493,,16,
ENSG00000206952,,16,
ENSG00000260865,,16,
ENSG00000239121,,16,
ENSG00000103042,,16,
ENSG00000125166,,16,
ENSG00000245768,,16,
ENSG00000200424,,16,
ENSG00000244003,,16,
ENSG00000260451,,16,
ENSG00000242423,,16,
ENSG00000261638,,16,
ENSG00000244043,,16,
ENSG00000261144,,16,
ENSG00000238601,,16,
ENSG00000200062,,16,
ENSG00000270222,,16,
ENSG00000260240,,16,
ENSG00000260013,,16,
ENSG00000261807,,16,
ENSG00000261278,,16,
ENSG00000261590,,16,
ENSG00000261436,,16,
ENSG00000265167,,16,
ENSG00000261310,,16,
ENSG00000259844,,16,
ENSG00000265127,,16,
ENSG00000261178,,16,
ENSG00000224631,,16,
ENSG00000150394,,16,
ENSG00000260600,,16,
ENSG00000201289,,16,
ENSG00000260115,,16,
ENSG00000207441,,16,
ENSG00000237901,,16,
ENSG00000238507,,16,
ENSG00000231589,,16,
ENSG00000260332,,16,
ENSG00000223123,,16,
ENSG00000261502,,16,
ENSG00000269986,,16,
ENSG00000261199,,16,
ENSG00000260658,,16,
ENSG00000241808,,16,
ENSG00000261743,,16,
ENSG00000259864,,16,
ENSG00000261014,,16,
ENSG00000261653,,16,
ENSG00000260715,,16,
ENSG00000261028,,16,
ENSG00000260668,,16,
ENSG00000259846,,16,
ENSG00000259859,,16,
ENSG00000260187,,16,
ENSG00000260068,,16,
ENSG00000140937,,16,
ENSG00000259847,,16,
ENSG00000260834,,16,
ENSG00000260364,,16,
ENSG00000261742,,16,
ENSG00000261818,,16,
ENSG00000260004,,16,
ENSG00000260695,,16,
ENSG00000261234,,16,
ENSG00000201999,,16,
ENSG00000179776,,16,
ENSG00000246898,,16,
ENSG00000166546,,16,
ENSG00000260146,,16,
ENSG00000261656,,16,
ENSG00000247270,,16,
ENSG00000166548,,16,
ENSG00000261519,,16,
ENSG00000217555,,16,
ENSG00000089505,,16,
ENSG00000140932,,16,
ENSG00000260650,,16,
ENSG00000140931,,16,
ENSG00000183723,,16,
ENSG00000135720,,16,
ENSG00000260465,,16,
ENSG00000260558,,16,
ENSG00000246777,,16,
ENSG00000249961,,16,
ENSG00000159593,,16,
ENSG00000258122,,16,
ENSG00000168748,,16,
ENSG00000172840,,16,
ENSG00000261705,,16,
ENSG00000261088,,16,
ENSG00000166589,,16,
ENSG00000166592,,16,
ENSG00000166595,,16,
ENSG00000172831,,16,
ENSG00000172828,,16,
ENSG00000172824,,16,
ENSG00000265918,,16,
ENSG00000067955,,16,
ENSG00000125149,,16,
ENSG00000237172,,16,
ENSG00000102871,,16,
ENSG00000135722,,16,
ENSG00000102878,,16,
ENSG00000140939,,16,
ENSG00000196123,,16,
ENSG00000179044,,16,
ENSG00000205250,,16,
ENSG00000102890,,16,
ENSG00000207948,,16,
ENSG00000125122,,16,
ENSG00000168701,,16,
ENSG00000135723,,16,
ENSG00000135740,,16,
ENSG00000196155,,16,
ENSG00000168676,,16,
ENSG00000201201,,16,
ENSG00000159708,,16,
ENSG00000159713,,16,
ENSG00000239194,,16,
ENSG00000159714,,16,
ENSG00000176387,,16,
ENSG00000261320,,16,
ENSG00000203401,,16,
ENSG00000159720,,16,
ENSG00000270049,,16,
ENSG00000159723,,16,
ENSG00000039523,,16,
ENSG00000261396,,16,
ENSG00000261386,,16,
ENSG00000259804,,16,
ENSG00000102974,,16,
ENSG00000237718,,16,
ENSG00000159753,,16,
ENSG00000102977,,16,
ENSG00000102981,,16,
ENSG00000124074,,16,
ENSG00000159761,,16,
ENSG00000141098,,16,
ENSG00000141084,,16,
ENSG00000270165,,16,
ENSG00000102904,,16,
ENSG00000102901,,16,
ENSG00000168286,,16,
ENSG00000102898,,16,
ENSG00000262141,,16,
ENSG00000038358,,16,
ENSG00000221526,,16,
ENSG00000188038,,16,
ENSG00000159792,,16,
ENSG00000141086,,16,
ENSG00000205220,,16,
ENSG00000213398,,16,
ENSG00000124067,,16,
ENSG00000141096,,16,
ENSG00000167261,,16,
ENSG00000167264,,16,
ENSG00000262962,,16,
ENSG00000263201,,16,
ENSG00000202336,,16,
ENSG00000182810,,16,
ENSG00000221789,,16,
ENSG00000072736,,16,
ENSG00000201850,,16,
ENSG00000212445,,16,
ENSG00000262514,,16,
ENSG00000240435,,16,
ENSG00000260891,,16,
ENSG00000263276,,16,
ENSG00000103067,,16,
ENSG00000261469,,16,
ENSG00000103066,,16,
ENSG00000260441,,16,
ENSG00000103064,,16,
ENSG00000252026,,16,
ENSG00000103061,,16,
ENSG00000132600,,16,
ENSG00000238343,,16,
ENSG00000259797,,16,
ENSG00000222177,,16,
ENSG00000103056,,16,
ENSG00000199263,,16,
ENSG00000241334,,16,
ENSG00000184939,,16,
ENSG00000201164,,16,
ENSG00000260084,,16,
ENSG00000252040,,16,
ENSG00000252640,,16,
ENSG00000062038,,16,
ENSG00000260577,,16,
ENSG00000260860,,16,
ENSG00000261395,,16,
ENSG00000039068,,16,
ENSG00000200558,,16,
ENSG00000260798,,16,
ENSG00000260459,,16,
ENSG00000103047,,16,
ENSG00000199979,,16,
ENSG00000260999,,16,
ENSG00000266801,,16,
ENSG00000202497,,16,
ENSG00000271129,,16,
ENSG00000244378,,16,
ENSG00000103044,,16,
ENSG00000168802,,16,
ENSG00000141076,,16,
ENSG00000207083,,16,
ENSG00000168807,,16,
ENSG00000200164,,16,
ENSG00000265113,,16,
ENSG00000132612,,16,
ENSG00000213380,,16,
ENSG00000258429,,16,
ENSG00000132603,,16,
ENSG00000157315,,16,
ENSG00000132604,,16,
ENSG00000103018,,16,
ENSG00000261527,,16,
ENSG00000102908,,16,
ENSG00000181019,,16,
ENSG00000238683,,16,
ENSG00000262136,,16,
ENSG00000141101,,16,
ENSG00000260290,,16,
ENSG00000198373,,16,
ENSG00000252670,,16,
ENSG00000252443,,16,
ENSG00000208017,,16,
ENSG00000157322,,16,
ENSG00000226232,,16,
ENSG00000196696,,16,
ENSG00000239118,,16,
ENSG00000255185,,16,
ENSG00000241183,,16,
ENSG00000090857,,16,
ENSG00000247228,,16,
ENSG00000157335,,16,
ENSG00000261145,,16,
ENSG00000269746,,16,
ENSG00000261556,,16,
ENSG00000269866,,16,
ENSG00000238734,,16,
ENSG00000223496,,16,
ENSG00000090861,,16,
ENSG00000265230,,16,
ENSG00000265648,,16,
ENSG00000157349,,16,
ENSG00000261777,,16,
ENSG00000168872,,16,
ENSG00000157350,,16,
ENSG00000240043,,16,
ENSG00000200153,,16,
ENSG00000157353,,16,
ENSG00000103051,,16,
ENSG00000189091,,16,
ENSG00000221514,,16,
ENSG00000221066,,16,
ENSG00000260023,,16,
ENSG00000157368,,16,
ENSG00000132613,,16,
ENSG00000268927,,16,
ENSG00000103043,,16,
ENSG00000260156,,16,
ENSG00000214353,,16,
ENSG00000262890,,16,
ENSG00000157423,,16,
ENSG00000221725,,16,
ENSG00000251700,,16,
ENSG00000223316,,16,
ENSG00000259833,,16,
ENSG00000259798,,16,
ENSG00000180917,,16,
ENSG00000261260,,16,
ENSG00000221237,,16,
ENSG00000172137,,16,
ENSG00000261348,,16,
ENSG00000262120,,16,
ENSG00000260734,,16,
ENSG00000262008,,16,
ENSG00000167377,,16,
ENSG00000247324,,16,
ENSG00000157429,,16,
ENSG00000260520,,16,
ENSG00000140835,,16,
ENSG00000260015,,16,
ENSG00000252339,,16,
ENSG00000198650,,16,
ENSG00000260886,,16,
ENSG00000260593,,16,
ENSG00000140832,,16,
ENSG00000040199,,16,
ENSG00000260185,,16,
ENSG00000199301,,16,
ENSG00000263666,,16,
ENSG00000261513,,16,
ENSG00000260612,,16,
ENSG00000166747,,16,
ENSG00000223224,,16,
ENSG00000262140,,16,
ENSG00000224470,,16,
ENSG00000102984,,16,
ENSG00000261765,,16,
ENSG00000182149,,16,
ENSG00000261337,,16,
ENSG00000187008,,16,
ENSG00000263320,,16,
ENSG00000242176,,16,
ENSG00000263311,,16,
ENSG00000263232,,16,
ENSG00000102967,,16,
ENSG00000140830,,16,
ENSG00000257017,,16,
ENSG00000261701,,16,
ENSG00000260252,,16,
ENSG00000140829,,16,
ENSG00000118557,,16,
ENSG00000261673,,16,
ENSG00000261774,,16,
ENSG00000207514,,16,
ENSG00000261008,,16,
ENSG00000260664,,16,
ENSG00000221286,,16,
ENSG00000259768,,16,
ENSG00000238731,,16,
ENSG00000261764,,16,
ENSG00000140836,,16,
ENSG00000259901,,16,
ENSG00000259209,,16,
ENSG00000251868,,16,
ENSG00000221799,,16,
ENSG00000272330,,16,
ENSG00000272250,,16,
ENSG00000271009,,16,
ENSG00000260880,,16,
ENSG00000197445,,16,
ENSG00000261227,,16,
ENSG00000258779,,16,
ENSG00000258582,,16,
ENSG00000260687,,16,
ENSG00000259971,,16,
ENSG00000260848,,16,
ENSG00000259817,,16,
ENSG00000225178,,16,
ENSG00000261404,,16,
ENSG00000260471,,16,
ENSG00000261248,,16,
ENSG00000103035,,16,
ENSG00000259972,,16,
ENSG00000239763,,16,
ENSG00000260884,,16,
ENSG00000214331,,16,
ENSG00000261079,,16,
ENSG00000196436,,16,
ENSG00000140839,,16,
ENSG00000261170,,16,
ENSG00000260539,,16,
ENSG00000090863,,16,
ENSG00000251794,,16,
ENSG00000207525,,16,
ENSG00000240861,,16,
ENSG00000270945,,16,
ENSG00000168411,,16,
ENSG00000262904,,16,
ENSG00000168404,,16,
ENSG00000103089,,16,
ENSG00000263661,,16,
ENSG00000261458,,16,
ENSG00000103091,,16,
ENSG00000186187,,16,
ENSG00000166816,,16,
ENSG00000261058,,16,
ENSG00000184517,,16,
ENSG00000213318,,16,
ENSG00000168928,,16,
ENSG00000168925,,16,
ENSG00000240338,,16,
ENSG00000050820,,16,
ENSG00000252101,,16,
ENSG00000153774,,16,
ENSG00000259999,,16,
ENSG00000261783,,16,
ENSG00000252122,,16,
ENSG00000166822,,16,
ENSG00000261476,,16,
ENSG00000203472,,16,
ENSG00000183196,,16,
ENSG00000262583,,16,
ENSG00000135702,,16,
ENSG00000205084,,16,
ENSG00000034713,,16,
ENSG00000065457,,16,
ENSG00000065427,,16,
ENSG00000166848,,16,
ENSG00000214325,,16,
ENSG00000240199,,16,
ENSG00000261424,,16,
ENSG00000261313,,16,
ENSG00000199299,,16,
ENSG00000260223,,16,
ENSG00000260983,,16,
ENSG00000244485,,16,
ENSG00000152910,,16,
ENSG00000252814,,16,
ENSG00000264645,,16,
ENSG00000252022,,16,
ENSG00000250514,,16,
ENSG00000259995,,16,
ENSG00000266426,,16,
ENSG00000260797,,16,
ENSG00000103111,,16,
ENSG00000205078,,16,
ENSG00000226348,,16,
ENSG00000260922,,16,
ENSG00000140873,,16,
ENSG00000261063,,16,
ENSG00000260701,,16,
ENSG00000216131,,16,
ENSG00000261154,,16,
ENSG00000221226,,16,
ENSG00000140876,,16,
ENSG00000261707,,16,
ENSG00000171724,,16,
ENSG00000261330,,16,
ENSG00000261540,,16,
ENSG00000166509,,16,
ENSG00000260731,,16,
ENSG00000261776,,16,
ENSG00000186153,,16,
ENSG00000260969,,16,
ENSG00000260014,,16,
ENSG00000260733,,16,
ENSG00000261837,,16,
ENSG00000243101,,16,
ENSG00000260816,,16,
ENSG00000268977,,16,
ENSG00000261537,,16,
ENSG00000260694,,16,
ENSG00000260479,,16,
ENSG00000260511,,16,
ENSG00000261722,,16,
ENSG00000222244,,16,
ENSG00000261472,,16,
ENSG00000178573,,16,
ENSG00000221330,,16,
ENSG00000260876,,16,
ENSG00000261390,,16,
ENSG00000261082,,16,
ENSG00000260237,,16,
ENSG00000260706,,16,
ENSG00000259867,,16,
ENSG00000261376,,16,
ENSG00000168589,,16,
ENSG00000260183,,16,
ENSG00000260737,,16,
ENSG00000166446,,16,
ENSG00000260064,,16,
ENSG00000265341,,16,
ENSG00000260594,,16,
ENSG00000260896,,16,
ENSG00000103121,,16,
ENSG00000166451,,16,
ENSG00000260213,,16,
ENSG00000261061,,16,
ENSG00000166454,,16,
ENSG00000166455,,16,
ENSG00000261141,,16,
ENSG00000261838,,16,
ENSG00000245059,,16,
ENSG00000140905,,16,
ENSG00000166473,,16,
ENSG00000252608,,16,
ENSG00000135697,,16,
ENSG00000260495,,16,
ENSG00000261609,,16,
ENSG00000153815,,16,
ENSG00000260229,,16,
ENSG00000261218,,16,
ENSG00000197943,,16,
ENSG00000260682,,16,
ENSG00000184860,,16,
ENSG00000086696,,16,
ENSG00000261235,,16,
ENSG00000263636,,16,
ENSG00000260161,,16,
ENSG00000135698,,16,
ENSG00000261029,,16,
ENSG00000251888,,16,
ENSG00000264502,,16,
ENSG00000259873,,16,
ENSG00000238321,,16,
ENSG00000261285,,16,
ENSG00000261176,,16,
ENSG00000140945,,16,
ENSG00000260862,,16,
ENSG00000221395,,16,
ENSG00000263360,,16,
ENSG00000260832,,16,
ENSG00000261410,,16,
ENSG00000222299,,16,
ENSG00000263785,,16,
ENSG00000261103,,16,
ENSG00000260788,,16,
ENSG00000259914,,16,
ENSG00000260228,,16,
ENSG00000260523,,16,
ENSG00000230989,,16,
ENSG00000103150,,16,
ENSG00000260932,,16,
ENSG00000260300,,16,
ENSG00000140961,,16,
ENSG00000103154,,16,
ENSG00000166558,,16,
ENSG00000199350,,16,
ENSG00000140943,,16,
ENSG00000260018,,16,
ENSG00000260410,,16,
ENSG00000103160,,16,
ENSG00000154099,,16,
ENSG00000103168,,16,
ENSG00000140955,,16,
ENSG00000250685,,16,
ENSG00000168418,,16,
ENSG00000260858,,16,
ENSG00000201361,,16,
ENSG00000103175,,16,
ENSG00000260530,,16,
ENSG00000260504,,16,
ENSG00000064270,,16,
ENSG00000261286,,16,
ENSG00000140950,,16,
ENSG00000261243,,16,
ENSG00000103187,,16,
ENSG00000261471,,16,
ENSG00000135686,,16,
ENSG00000103194,,16,
ENSG00000103196,,16,
ENSG00000260859,,16,
ENSG00000265249,,16,
ENSG00000260340,,16,
ENSG00000153786,,16,
ENSG00000135709,,16,
ENSG00000153789,,16,
ENSG00000262601,,16,
ENSG00000270313,,16,
ENSG00000179219,,16,
ENSG00000266307,,16,
ENSG00000261567,,16,
